0.003704, 0.148148, 50
0.017096, 0.267839, 50
0.043899, 0.536072, 50
0.084154, 0.805092, 50
0.137918, 1.075288, 50
0.205270, 1.347040, 50
0.286306, 1.620717, 50
0.381140, 1.896676, 50
0.489903, 2.175253, 50
0.612741, 2.456761, 50
0.749815, 2.741489, 50
0.901300, 3.029692, 50
1.067380, 3.321597, 50
1.248250, 3.617400, 50
1.444113, 3.917265, 50
1.655180, 4.221338, 50
1.881667, 4.529747, 50
2.123798, 4.842615, 50
2.381802, 5.160078, 50
2.655916, 5.482295, 50
2.946390, 5.809472, 50
3.253484, 6.141879, 50
3.577478, 6.479878, 50
3.918675, 6.823943, 50
4.277410, 7.174692, 50
4.654055, 7.532915, 50
5.049035, 7.899599, 50
5.458984, 8.198977, 50
5.876575, 8.351825, 50
6.298160, 8.431701, 50
6.723927, 8.515338, 50
7.154076, 8.602979, 50
7.588805, 8.694564, 50
8.028284, 8.789592, 50
8.472633, 8.886976, 50
8.921878, 8.984894, 50
9.375912, 9.080681, 50
9.834453, 9.170829, 50
10.297012, 9.251169, 50
10.762875, 9.317263, 50
11.229189, 9.326278, 50
11.688586, 9.187954, 50
12.133211, 8.892485, 50
12.559743, 8.530653, 50
12.967554, 8.156207, 50
13.356280, 7.774532, 50
13.725789, 7.390177, 50
14.076120, 7.006614, 50
14.407432, 6.626243, 50
14.719959, 6.250547, 50
15.013974, 5.880295, 50
15.289761, 5.515746, 50
15.547602, 5.156818, 50
15.787763, 4.803221, 50
16.010491, 4.454547, 50
16.216007, 4.110331, 50
16.626069, 8.201238, 50
17.100469, 9.488010, 50
17.466731, 7.325221, 50
17.712704, 4.919475, 50
17.868128, 3.108471, 50
17.959244, 1.822323, 50
18.004465, 0.904412, 50
18.018360, 0.277918, 50
18.022882, 0.090436, 50
18.034672, 0.235802, 50
18.045318, 0.212914, 50
18.050663, 0.106894, 50
18.051833, 0.023407, 50
18.051833, 0.000000, 50
